,url_original,url,Adversarial_Attack,Family_Name,DGA_Attack,DGA_Attack_Binary,MaskDGA_Iteration,sub_model_benign_prob,substitute_model
3697,fightborrow.net,i-i90jorros.net,Random_No model,,Random_No model,1,0,0.99948895,No model
3698,omewrityhifiteamscengo.com,31ew7itetiritebmscxng5.com,Random_No model,,Random_No model,1,0,0.33961618,No model
3699,mujnayobftroixacm.net,ibjnoiobfh7wiqulm.net,Random_No model,,Random_No model,1,0,0.15533455,No model
3700,vonecikejakediva.com,vonecdv9jmkegpvz.com,Random_No model,,Random_No model,1,0,0.114625365,No model
3701,ncyfgmvb.net,nqglgmdt.net,Random_No model,,Random_No model,1,0,0.4014796,No model
3702,yjkkojveedcp.xyz,yj5ezsveedc8.xyz,Random_No model,,Random_No model,1,0,0.4183922,No model
3703,wqylinhmpmvjfeportyxdedga.org,wqy81npmoidvfaghr4ytse5-a.org,Random_No model,,Random_No model,1,0,0.8827839,No model
3704,gyidxmpxxxie.us,9yddmmpx8x2e.us,Random_No model,,Random_No model,1,0,0.29169774,No model
3705,pupecoqadusenulo.com,p0prctqadwsenupo.com,Random_No model,,Random_No model,1,0,0.09947004,No model
3706,jjcqrityhifiteamscengo.com,5jc5ri1yhiogdeamscejgb.com,Random_No model,,Random_No model,1,0,0.30673224,No model
3707,obqqqdhijghh.ru,vbcgqdhijphh.ru,Random_No model,,Random_No model,1,0,0.07937296,No model
3708,khe8aberutsbeha.ddns.net,krr8pbaittybeod.ddns.net,Random_No model,,Random_No model,1,0,0.47865638,No model
3709,mcayjnfug.sc,t5awznfak.sc,Random_No model,,Random_No model,1,0,0.7339722,No model
3710,1mp969i1a3o8arya54av1mojazq.net,rmss61hqy3vz7rka5zau1tobczq.net,Random_No model,,Random_No model,1,0,0.20678486,No model
3711,ytroldz.com,ztr-l2q.com,Random_No model,,Random_No model,1,0,0.997393,No model
3712,wyqiardbentherocknphi.com,wygda3ddedphlrorknpj9.com,Random_No model,,Random_No model,1,0,0.28488192,No model
3713,lyrevaderakijulo.com,lyrkv-datar7bgli.com,Random_No model,,Random_No model,1,0,0.99281836,No model
3714,wohjvpoccqwxwytduhmrot.org,mtxl5iocvww51ct3uhlr2t.org,Random_No model,,Random_No model,1,0,0.13902833,No model
3715,ogmkcmcuiskaoewc.org,okm96ueuiskabewc.org,Random_No model,,Random_No model,1,0,0.7400037,No model
3716,onmftllpckxy.com,kfmfsllkckxy.com,Random_No model,,Random_No model,1,0,0.1311569,No model
3717,drefdmratgurjcrqgfeq.com,g0efumraqgur5egqddqm.com,Random_No model,,Random_No model,1,0,0.09689602,No model
3718,tnpfotebaf.ac,tnpfet21ai.ac,Random_No model,,Random_No model,1,0,0.6164056,No model
3719,reexpitormpae.ddns.net,rmwxscmjqm1ae.ddns.net,Random_No model,,Random_No model,1,0,0.0698349,No model
3720,posacoacmsapip.ddns.net,pqsjcoxnm-a21i.ddns.net,Random_No model,,Random_No model,1,0,0.988269,No model
3721,xqbmrwchps.com,1qbmrxchws.com,Random_No model,,Random_No model,1,0,0.6126921,No model
3722,1lliomb10fkabokq6ye2nskte4.com,1iliombtzfuhbokq6jx2nsktv4.com,Random_No model,,Random_No model,1,0,0.13404673,No model
3723,pajkzhwdiaatqqjbqhwj.net,n4hfzsqdiaftqqdbfhij.net,Random_No model,,Random_No model,1,0,0.037183326,No model
3724,clo0ihw8yn1pelydw25bmj7.ddns.net,azo05ew8yn7pelybwz5bm1m.ddns.net,Random_No model,tinba,Random_No model,1,0,0.12418701,No model
3725,citokec.info,ciynkeo.info,Random_No model,,Random_No model,1,0,0.87763137,No model
3726,eqazzuyzffyogatyrvrjedeh.com,vbbziufzffnogat5rqajedi8.com,Random_No model,,Random_No model,1,0,0.25412878,No model
3727,stickslow.net,hqic0slow.net,Random_No model,,Random_No model,1,0,0.6716887,No model
3728,kksjzyetce.com,kksdzyekce.com,Random_No model,,Random_No model,1,0,0.3935043,No model
3729,giqvio.net,g60v21.net,Random_No model,,Random_No model,1,0,0.90610737,No model
3730,ubmbg8i852ixkp5.ddns.net,ubgsuhian6ix8pw.ddns.net,Random_No model,,Random_No model,1,0,0.58085245,No model
3731,cjsjwefamndaaofdsb.com,c4sf7ofnmndaapfdus.com,Random_No model,suppobox,Random_No model,1,0,0.344221,No model
3732,lpvpbprgepfubafqxukjfxpsw.biz,ulvpgpbse5nubafqhu2pdkvul.biz,Random_No model,,Random_No model,1,0,0.03375364,No model
3733,voferamejegadiwe.com,voferake7fgadbwe.com,Random_No model,,Random_No model,1,0,0.58176774,No model
3734,frontonce.net,lr8jtfnc1.net,Random_No model,,Random_No model,1,0,0.4502988,No model
3735,ytoffykdydmpfxirydsohlrpfaq.com,ykfscdc7ydmufgiqyys3i75pf01.com,Random_No model,,Random_No model,1,0,0.350515,No model
3736,cazwaxvrscxbankql.net,caljxxp50crbankql.net,Random_No model,necurs,Random_No model,1,0,0.3161032,No model
3737,grrqzziiioa.com,mp8qziilik1.com,Random_No model,,Random_No model,1,0,0.8209733,No model
3738,1xb16v01kidng9ijqhwe1fmf1my.net,1xg16vcmk8dnzwgjqhwecwlf1my.net,Random_No model,tempedreve,Random_No model,1,0,0.028017074,No model
3739,14jan68iy4k4x7on1pw1c4lllv.com,147anf8ib4tyx7orsqw1cklvsv.com,Random_No model,,Random_No model,1,0,0.07113962,No model
3740,mumfscyujxgsfbc.com,hu66szyujsksudc.com,Random_No model,,Random_No model,1,0,0.25631067,No model
3741,8qsq8m4qs2ky.top,5fso8mp-s2k-.top,Random_No model,,Random_No model,1,0,0.9966499,No model
3742,iugeqgcoawcgoqsu.org,jqdsqgciadwjo893.org,Random_No model,,Random_No model,1,0,0.29932362,No model
3743,jdhdardbentherocknphi.com,jfqdqrdoentue3ocfk3hi.com,Random_No model,,Random_No model,1,0,0.45033726,No model
3744,rgnbxqinscscxqwqgrskbdl.net,r6pkxo1rscsfxfjtgpskb9n.net,Random_No model,,Random_No model,1,0,0.18110296,No model
3745,ffowleasdfoajbeoeijsljneqe.com,ffrwrjaidfoacm47e0jsljpeme.com,Random_No model,,Random_No model,1,0,0.16115057,No model
3746,yyxqznv9ziij1azitbomm9t7w.com,yy-qzuvgzpij13zi7bamm977w.com,Random_No model,,Random_No model,1,0,0.73473793,No model
3747,mmamdsdawhglg.info,gma0jlkacqslj.info,Random_No model,,Random_No model,1,0,0.14479156,No model
3748,2k60asuc6wu4.org,oil0mb3cpnh4.org,Random_No model,qadars,Random_No model,1,0,0.5723664,No model
3749,q03h5bmbytqj7xwpi4e4oj5.ddns.net,q03mpbjeytgj7x3pp4k4ohs.ddns.net,Random_No model,,Random_No model,1,0,0.10917333,No model
3750,w0kfy85h3hyhyfm87bk6whk.ddns.net,-0wpy8533yyhmy08-funwhh.ddns.net,Random_No model,,Random_No model,1,0,0.9692244,No model
3751,ckvirfqoizh.net,ckvijhpoizz.net,Random_No model,,Random_No model,1,0,0.36251253,No model
3752,iiqmqphoxwwd.ru,ii5mlphk1wwn.ru,Random_No model,,Random_No model,1,0,0.482311,No model
3753,vyqjjjmfytfuks.org,vy8xjqnfytfuks.org,Random_No model,,Random_No model,1,0,0.17930895,No model
3754,bsdjivrmidedjzesf.net,rsdjlvqmioedsz27f.net,Random_No model,,Random_No model,1,0,0.2913888,No model
3755,enhggkltikfevxryg.cc,rnz1ozlt4kfevmcyk.cc,Random_No model,,Random_No model,1,0,0.1600261,No model
3756,fxdtloranpqxp.biz,ox0tloaw6pqxw.biz,Random_No model,,Random_No model,1,0,0.18079574,No model
3757,aoefoebaalnlnneb.eu,ag1enr30thnln0rb.eu,Random_No model,,Random_No model,1,0,0.30511227,No model
3758,9g824z1bon6gpm1vqr61r0iuat.net,9vii4ziqon59pz8vqr31rii4at.net,Random_No model,,Random_No model,1,0,0.31373027,No model
3759,beecdairdacct.ddns.net,lve1g9irk9vct.ddns.net,Random_No model,,Random_No model,1,0,0.81073886,No model
3760,zbftfozrygdqy.info,1bfjfozrgwuk5.info,Random_No model,,Random_No model,1,0,0.12428584,No model
3761,qkuyuoqmuqegkwqi.org,qkuy2oqmbeegkwq4.org,Random_No model,,Random_No model,1,0,0.032599624,No model
3762,joaunaxbkakrvmod.com,jrbun3x80aka3mgd.com,Random_No model,,Random_No model,1,0,0.46662235,No model
3763,pticaomtoci.ddns.net,p1icxomvofj.ddns.net,Random_No model,,Random_No model,1,0,0.4251694,No model
3764,ixytecjetkoguznfafklsir.info,-xz2eczstkoguk6fafklrir.info,Random_No model,,Random_No model,1,0,0.20234893,No model
3765,filljuly.net,5qlljule.net,Random_No model,,Random_No model,1,0,0.6799947,No model
3766,wesewuoy0a82.top,6e7elufy2i82.top,Random_No model,,Random_No model,1,0,0.6434173,No model
3767,iciaosdcrtircirm.ddns.net,igfaoodur0558g5m.ddns.net,Random_No model,,Random_No model,1,0,0.64486283,No model
3768,ou4esqgm8aou.top,vu4fsqgz3a49.top,Random_No model,,Random_No model,1,0,0.4966144,No model
3769,hlduzxbmheikknaizhcyovpfhivw.com,q1quzd8mhesnlnx1zhcyg3ax9ivw.com,Random_No model,,Random_No model,1,0,0.08196319,No model
3770,ylbobyqreiaisrafj.net,ylbo04g5gi1i0raf2.net,Random_No model,,Random_No model,1,0,0.5974838,No model
3771,jmchmimxtfxtm.org,jmulmimotcxtm.org,Random_No model,,Random_No model,1,0,0.39439738,No model
3772,ejgfltwj.de,ejmfgtwj.de,Random_No model,,Random_No model,1,0,0.4088552,No model
3773,smsoadoesrsicerop.ddns.net,smsof7obhrs1cerf6.ddns.net,Random_No model,,Random_No model,1,0,0.74377006,No model
3774,dhkgwletenpbgmhed.cc,e2ktwlprgnklgxke4.cc,Random_No model,,Random_No model,1,0,0.0823933,No model
3775,usqmygsusygsogco.org,usqiymsu8y8zqgch.org,Random_No model,,Random_No model,1,0,0.039645568,No model
3776,ycsmardbentherocknphi.com,scpmar3cwr3hviocko5hi.com,Random_No model,,Random_No model,1,0,0.4788841,No model
3777,wsgccmkoeeqqyssi.org,wsw3omafenq4yssi.org,Random_No model,,Random_No model,1,0,0.3636511,No model
3778,pnkgbvbpm.com,pnkr3vbfl.com,Random_No model,,Random_No model,1,0,0.3571156,No model
3779,jeiporiqjgyn.com,ybi8osyyjgyn.com,Random_No model,,Random_No model,1,0,0.26672456,No model
3780,ktgrera2ex5f54an1t56ypi.ddns.net,ktg7e5a2eh5f56abu0fay1i.ddns.net,Random_No model,dnschanger,Random_No model,1,0,0.6067045,No model
3781,hnssiczxlcdrejexw.net,hosiiolalcbrewekw.net,Random_No model,,Random_No model,1,0,0.75749767,No model
3782,cbhoqqjctxxkbonwmfs.nf,c2ioxqucqxikbo6cgms.nf,Random_No model,,Random_No model,1,0,0.09746876,No model
3783,xxbmodkjjdj.com,x5bmodkjjkj.com,Random_No model,,Random_No model,1,0,0.2705872,No model
3784,cpbnlsaxjliovptlp.tw,cpzllsazl1jyvptlp.tw,Random_No model,,Random_No model,1,0,0.14404026,No model
3785,ntsozfgexpqlemscc.net,ntkozsp7xp03enskc.net,Random_No model,,Random_No model,1,0,0.31657144,No model
3786,ndobhpvn.in,3dobo0qn.in,Random_No model,,Random_No model,1,0,0.867962,No model
3787,viecclgisj.com,visccfgjtj.com,Random_No model,,Random_No model,1,0,0.39362752,No model
3788,pxwjezhs.net,pxjv7phs.net,Random_No model,,Random_No model,1,0,0.58463687,No model
3789,enypo85bilg0q2q2qdeb5dg.ddns.net,h1s3e2htil105rqgmdeb1d9.ddns.net,Random_No model,,Random_No model,1,0,0.40388364,No model
3790,mllhajbsay.com,zclha6bsay.com,Random_No model,,Random_No model,1,0,0.57104784,No model
3791,ylmwqvmbgln.info,clmeqvcbdln.info,Random_No model,,Random_No model,1,0,0.2510752,No model
3792,planthouse.net,pyrnt8o73j.net,Random_No model,,Random_No model,1,0,0.5073004,No model
3793,fkbleyumq.com,ckbge8wpq.com,Random_No model,,Random_No model,1,0,0.52054113,No model
3794,kxppomlubgrj.ru,ktsp93l16grq.ru,Random_No model,,Random_No model,1,0,0.8237319,No model
3795,qeqesolinuxyrugy.com,qdqoo0l2v9xyrumy.com,Random_No model,,Random_No model,1,0,0.3392342,No model
3796,aaawuusmwykewoyg.org,aaawuuymwyi7woan.org,Random_No model,,Random_No model,1,0,0.22414412,No model
3797,xprkdizbdmhfqhnrjfemwtg.info,x2ivdirbd1ltqhtrj5exaqg.info,Random_No model,,Random_No model,1,0,0.06685116,No model
3798,nwcxyyehjqq.in,njcg9yeoalq.in,Random_No model,,Random_No model,1,0,0.41736552,No model
3799,bajzrdjd.com,batjqdjl.com,Random_No model,,Random_No model,1,0,0.6696871,No model
3800,lyvinaxylomu.com,pn9icsxff2mb.com,Random_No model,,Random_No model,1,0,0.63920695,No model
3801,rpsipostexe.ddns.net,92s2uo6h5xe.ddns.net,Random_No model,dnschanger,Random_No model,1,0,0.77643156,No model
3802,adfnlfcebloffknk.com,alfnljleblo-fj3k.com,Random_No model,,Random_No model,1,0,0.98872524,No model
3803,puriwuveveno.com,8rhiicveveno.com,Random_No model,,Random_No model,1,0,0.41065383,No model
3804,mieirityhifiteamscengo.com,iqwirp0dj26w0eqvwdenxo.com,Random_No model,,Random_No model,1,0,0.045232024,No model
3805,orsmkjpyliigcabkf.net,y9strvn7l6yocabof.net,Random_No model,,Random_No model,1,0,0.57129174,No model
3806,nfgksweqepcuhqlkra.pro,nfeirwmqepiupp5s9v.pro,Random_No model,,Random_No model,1,0,0.1782059,No model
3807,1n8ue21ph1v5eidg5ocq8255w.com,1n8peqcp8swreidgffcq8255k.com,Random_No model,,Random_No model,1,0,0.056151144,No model
3808,cdtcpardxrtxtpet.ddns.net,kxo1jkrdmrt8tpeh.ddns.net,Random_No model,,Random_No model,1,0,0.044727474,No model
3809,mkvcqilub.com,bkicq15cj.com,Random_No model,,Random_No model,1,0,0.61658144,No model
3810,stweudfuuoh.net,s1weudfmuoa.net,Random_No model,,Random_No model,1,0,0.43135265,No model
3811,qeqikolygody.com,04qimoby4hfs.com,Random_No model,,Random_No model,1,0,0.36530885,No model
3812,rigfeixzhlcl.com,ri9flixehfcl.com,Random_No model,,Random_No model,1,0,0.77498347,No model
3813,ooddlkloebnbmffd.cc,ooliah50e58btyfd.cc,Random_No model,,Random_No model,1,0,0.49935699,No model
3814,ufvavkk.info,lk5av9c.info,Random_No model,,Random_No model,1,0,0.9126012,No model
3815,wcnfqxjvtcwvoizfuwoaumjmf.info,wcdfqljvmcgvtijfuflaj9jmf.info,Random_No model,,Random_No model,1,0,0.05145099,No model
3816,jbzhardbentherocknphi.com,bb2hardhaxth3so9xyp2p.com,Random_No model,,Random_No model,1,0,0.572978,No model
3817,1iew0fm1w34xu713mqc554s7nmw.org,1ilwcfm1934xp7130ion54s72wz.org,Random_No model,,Random_No model,1,0,0.54745656,No model
3818,hgkxwlbgpnofgnkk.eu,9gklclb7tnt9ynks.eu,Random_No model,,Random_No model,1,0,0.73111975,No model
3819,sktpvfhgaberhrdfr.in,s9tpvfgg0r6-wrdih.in,Random_No model,,Random_No model,1,0,0.89989763,No model
3820,rpvifnevjoacdqqat.cc,rpvv5nenjlrxdmqat.cc,Random_No model,,Random_No model,1,0,0.0397746,No model
3821,wwkcgiiyacwmyaik.org,ww5cgii0h2ahv7ss.org,Random_No model,,Random_No model,1,0,0.39843965,No model
3822,ofhiscmbvguwrkvcmbvwwscu.biz,wfhtsf0bd6il0k7cmjv6cxc9.biz,Random_No model,ranbyus,Random_No model,1,0,0.17032522,No model
3823,zzbepoelhiofdcnuqrqx.com,7zbewielhi9fjcwqqrqx.com,Random_No model,fobber,Random_No model,1,0,0.24567902,No model
3824,bpceaxcrotmtppdp.ddns.net,vp3ealc2otktazdp.ddns.net,Random_No model,,Random_No model,1,0,0.27779227,No model
3825,nmuaqgeerczhvlkwuidc.com,zmuilgeerjzhilk7tidc.com,Random_No model,,Random_No model,1,0,0.44028974,No model
3826,ttrvnwfchemf.net,axr0nzfchnwf.net,Random_No model,murofet,Random_No model,1,0,0.14601476,No model
3827,gqwsoyekasogegeu.org,1qwsb07ia4o9eve8.org,Random_No model,,Random_No model,1,0,0.7271995,No model
3828,lxmvleasdfoajbeoeijsljneqe.com,lxmcfeas4uur9-6o73lsajnbqe.com,Random_No model,,Random_No model,1,0,0.9692741,No model
3829,sgeoumkhecplctsrm.com,potk3akhir5l8iivm.com,Random_No model,,Random_No model,1,0,0.5527627,No model
3830,saopiasproo.ddns.net,satpiospkol.ddns.net,Random_No model,,Random_No model,1,0,0.7727572,No model
3831,aqqiehv.info,agquehv.info,Random_No model,,Random_No model,1,0,0.7276188,No model
3832,1eeil0ufkc1j21dmctv12cc6hl.net,1ee4l0ufhdelgl0ictvb2ac6hl.net,Random_No model,,Random_No model,1,0,0.23821132,No model
3833,pciprxcbmaetirp.ddns.net,2cip9ufbmaehisp.ddns.net,Random_No model,,Random_No model,1,0,0.75206816,No model
3834,plholjcyjstv.mn,p02uwfeyjsh5.mn,Random_No model,,Random_No model,1,0,0.14975727,No model
3835,gokthibvohem.com,gokt4y-lohem.com,Random_No model,,Random_No model,1,0,0.997419,No model
3836,gntwlwbcfeenwcjoob.org,g-jw54bvfyervcu0o0.org,Random_No model,,Random_No model,1,0,0.61403286,No model
3837,m8aoicy8qous.top,m8toicyoqou0.top,Random_No model,,Random_No model,1,0,0.2827929,No model
3838,uqgjzxkvpieoejnsiomzvs.org,uogxzykkqiebejfsikdzsx.org,Random_No model,,Random_No model,1,0,0.04903685,No model
3839,ccdcklebkkmekbdm.de,tuwpouebklmqk5xm.de,Random_No model,,Random_No model,1,0,0.09676517,No model
3840,at3pwbmtuxcrylo0c0k.ddns.net,053ywjmgusfrsl2bq9q.ddns.net,Random_No model,,Random_No model,1,0,0.117881104,No model
3841,tqeuvhtyobps.pw,tqetnh14obps.pw,Random_No model,,Random_No model,1,0,0.51120144,No model
3842,kyguattxzutuvv.com,rzn0ssixehtudv.com,Random_No model,murofet,Random_No model,1,0,0.48373553,No model
3843,leaveunderstood.net,ceavk0nd-tstc8a.net,Random_No model,,Random_No model,1,0,0.98616993,No model
3844,emejtaajckmqdgpd.org,cyp09aafufyqdg-8.org,Random_No model,,Random_No model,1,0,0.9239438,No model
3845,uointwordydnvdeplnpeutk.com,4kgniwqriyf8jdegiupeutk.com,Random_No model,,Random_No model,1,0,0.25273052,No model
3846,bncobfeffmlcbldd.eu,bk6ox0z4sexcbg4t.eu,Random_No model,,Random_No model,1,0,0.1529226,No model
3847,k2cykqki8u0y.net,43okkqki8uly.net,Random_No model,,Random_No model,1,0,0.3477341,No model
3848,lifenice.net,ldwenoc6.net,Random_No model,,Random_No model,1,0,0.85837895,No model
3849,xweofkywiabcwkkqxa.im,xy7oskywoaq-1krqxa.im,Random_No model,,Random_No model,1,0,0.91859466,No model
3850,pmzalovypva.net,pmca7ovypvg.net,Random_No model,,Random_No model,1,0,0.4015097,No model
3851,bonedebbdoccbdke.com,uq1ehwwb0o7ctd6s.com,Random_No model,,Random_No model,1,0,0.40325564,No model
3852,y4acycecmg2k.net,cuzcycdvzgzd.net,Random_No model,,Random_No model,1,0,0.19531666,No model
3853,oohyyosbwlcc.ru,oozqyeibwlc0.ru,Random_No model,,Random_No model,1,0,0.16796792,No model
3854,sgsiardbentherocknphi.com,snsi5htby1theu7z9nliw.com,Random_No model,,Random_No model,1,0,0.5478397,No model
3855,ikppiysi.in,-dpa6yoi.in,Random_No model,,Random_No model,1,0,0.9971831,No model
3856,jcghvfdcouyvwdmvg.me,dxgnvvvc1uy05dmv-.me,Random_No model,,Random_No model,1,0,0.1572859,No model
3857,caoa0ioykegu.net,ca7ctioyk5g3.net,Random_No model,,Random_No model,1,0,0.8156074,No model
3858,pupejugoduwanale.com,pu4qjdgoou5gnklz.com,Random_No model,,Random_No model,1,0,0.121363536,No model
3859,gamfkukzjpalngcgyz.com,garfkpszuvalinkgyv.com,Random_No model,tinba,Random_No model,1,0,0.30029914,No model
3860,jlporn.net,copor0.net,Random_No model,,Random_No model,1,0,0.9733035,No model
3861,qvpriwiibgy.net,erprih90rgy.net,Random_No model,,Random_No model,1,0,0.7428009,No model
3862,matbiiogabvhfhhv.tw,metj5iazabvhfhhv.tw,Random_No model,tinba,Random_No model,1,0,0.2494154,No model
3863,o6gt3pitmnstohk.ddns.net,o0gtwbous3stqfk.ddns.net,Random_No model,,Random_No model,1,0,0.42527953,No model
3864,rocbcmsdccaesccc.ddns.net,rggbcm2drcayschc.ddns.net,Random_No model,,Random_No model,1,0,0.3792333,No model
3865,fdsudalhxb.com,fo2dd535xk.com,Random_No model,,Random_No model,1,0,0.6682455,No model
3866,caymwchhzzfijkwbaxtl.com,ce2ulchdkpxrikwbactl.com,Random_No model,,Random_No model,1,0,0.17997019,No model
3867,fqxu0k11fbpo1pnqo6dxywmnb.org,6-0ulx11vbpk1peqq6dly0mte.org,Random_No model,,Random_No model,1,0,0.047639996,No model
3868,gekhrjwvxvvlmkgtw.pw,terhrjomw3vuakg1w.pw,Random_No model,,Random_No model,1,0,0.23529278,No model
3869,jngohdmpqunrdpdmc.cc,jngzh1-puznrdrdfc.cc,Random_No model,,Random_No model,1,0,0.91173434,No model
3870,xgmvvgxckbrcwknzambqalgyqovka.com,pgmvv1xckbn1wlnz-b6qalhtqh2kq.com,Random_No model,,Random_No model,1,0,0.5326335,No model
3871,8mweoq8uki8m.top,nmwe5qwp2i8m.top,Random_No model,,Random_No model,1,0,0.11774209,No model
3872,lfcbardbentherocknphi.com,lfh2ailsikoreroxkswhi.com,Random_No model,,Random_No model,1,0,0.51733774,No model
3873,bnhegupcvy.com,btherudfif.com,Random_No model,,Random_No model,1,0,0.74419844,No model
3874,yudihrvsroqvgbawa.com,yrdzebvsroqvgnfta.com,Random_No model,,Random_No model,1,0,0.07184524,No model
3875,saidborn.net,satdbn6o.net,Random_No model,tinba,Random_No model,1,0,0.79515237,No model
3876,u2sdydexghg0slq.ddns.net,u2goypenf5g0slq.ddns.net,Random_No model,,Random_No model,1,0,0.6247114,No model
3877,thfgygxxqsupstikfnzxqura.org,sh8g-gkxfeu3svikubzxqur9.org,Random_No model,dnschanger,Random_No model,1,0,0.6819689,No model
3878,s8kxedo4sj34ydq.ddns.net,s8kxedp0sxhb6fq.ddns.net,Random_No model,pykspa,Random_No model,1,0,0.21440348,No model
3879,bqzshglerj.com,k5z7htlenj.com,Random_No model,,Random_No model,1,0,0.5601112,No model
3880,fxgayodtl2uy55pf0wh7ick5.biz,fojqyod2l2p8-5pf0xh7ic35.biz,Random_No model,dircrypt,Random_No model,1,0,0.98296607,No model
3881,rgednumhbf.com,rcfdsumhuf.com,Random_No model,,Random_No model,1,0,0.27475506,No model
3882,wednesdaycroud.net,bedn6sm0yo9wud.net,Random_No model,fobber,Random_No model,1,0,0.5224387,No model
3883,uwfrjcneijkp.xyz,awfrjc8riikw.xyz,Random_No model,,Random_No model,1,0,0.12786095,No model
3884,hbfprnoh.biz,hbfpbooy.biz,Random_No model,,Random_No model,1,0,0.7112596,No model
3885,hnuugpmkuhltcgqupuv.tw,hnu8hpmkysltcggueuv.tw,Random_No model,,Random_No model,1,0,0.044080064,No model
3886,shhengdvqeem.xyz,mdhe9gdvycem.xyz,Random_No model,,Random_No model,1,0,0.6809766,No model
3887,hyrbbowlcckq.com,hyrq94wgtcgv.com,Random_No model,,Random_No model,1,0,0.2217546,No model
3888,siwuwe8u8uwi.org,6ap1we8u8d4i.org,Random_No model,,Random_No model,1,0,0.38295808,No model
3889,usdnjsu.biz,usodtst.biz,Random_No model,,Random_No model,1,0,0.8483892,No model
3890,ncbmkfbfacoffbdo.com,nbb9kkftacoffhi8.com,Random_No model,,Random_No model,1,0,0.64767087,No model
3891,enexivmpexuv.com,ekbxicjxeauv.com,Random_No model,,Random_No model,1,0,0.11205072,No model
3892,dampoapopcto.ddns.net,da3ogaprzkpo.ddns.net,Random_No model,,Random_No model,1,0,0.69746614,No model
3893,ebttwdqxzhdpmgwwq.net,cbeta4vxzzdap6ww8.net,Random_No model,,Random_No model,1,0,0.14322376,No model
3894,g6oqgy0igu8e.net,16oqgs0fgf8e.net,Random_No model,,Random_No model,1,0,0.26936913,No model
3895,gatedozaxyguxiqy.com,g9tedovqkyghvaqz.com,Random_No model,,Random_No model,1,0,0.1771332,No model
3896,adnnkewgibesshg.com,s1n4yebga-bssjg.com,Random_No model,,Random_No model,1,0,0.98512125,No model
3897,pgdfayhgkgwdmqubfhn.org,prdfaydgfgwdyqu8fh6.org,Random_No model,qadars,Random_No model,1,0,0.09191713,No model
3898,avc6yjqhq8q0arm.ddns.net,5veyy2d8q1q0zrm.ddns.net,Random_No model,,Random_No model,1,0,0.13977624,No model
3899,9zy7r717i8j29i9hqhs7cakis.net,9z26r7x7i1j2x6lbqh7ycadi4.net,Random_No model,,Random_No model,1,0,0.15896001,No model
3900,lzgiardbentherocknphi.com,8zgiardb2y8hez0wkn9ki.com,Random_No model,,Random_No model,1,0,0.30896053,No model
3901,fdnirshflu.biz,fm7ershfli.biz,Random_No model,,Random_No model,1,0,0.7340663,No model
3902,ojffgokvnbsxvmsyb.net,ohffgoy57fyxvziyb.net,Random_No model,,Random_No model,1,0,0.19202556,No model
3903,yjnamnj.mx,ybzamnd.mx,Random_No model,necurs,Random_No model,1,0,0.82642657,No model
3904,gflzbkczex.biz,gfygbbchee.biz,Random_No model,,Random_No model,1,0,0.61018085,No model
3905,vbcadqcoeuurbxxyxque.com,vbcad39otuu0vctyxqu7.com,Random_No model,,Random_No model,1,0,0.43784896,No model
3906,lgycaqwhfmjn.info,o8ycfz4xfmfn.info,Random_No model,,Random_No model,1,0,0.121068574,No model
3907,qvermxabwte6ubgr10e.ddns.net,q64r238ow9e6ubg200m.ddns.net,Random_No model,,Random_No model,1,0,0.58176756,No model
3908,leioywljdf.com,mersywajxf.com,Random_No model,,Random_No model,1,0,0.7250269,No model
3909,18yemqr1ai967819x2gfawwkx60.net,1wy6-5n1qi6q78y9x2guy4ekt60.net,Random_No model,newgoz,Random_No model,1,0,0.29372144,No model
3910,vepsshgfwcyfbjjep.com,hbnswhtawcdwbfjep.com,Random_No model,,Random_No model,1,0,0.111581005,No model
3911,puvujsaih.info,jzvu7saih.info,Random_No model,,Random_No model,1,0,0.62884104,No model
3912,zrraardbentherocknphi.com,lo1narobvw9hkrolunbh-.com,Random_No model,,Random_No model,1,0,0.75205797,No model
3913,kdbcfddfeaalkbna.de,8dbvoddfxp9lkbk9.de,Random_No model,,Random_No model,1,0,0.4252402,No model
3914,czkbdsdzgpwpnacer.net,vrkbqg3lgjwpodwem.net,Random_No model,murofet,Random_No model,1,0,0.098706946,No model
3915,zlnmjurnepwuqrpig.net,wlnmeur7eqwlqr-ig.net,Random_No model,banjori,Random_No model,1,0,0.95246166,No model
3916,abbfncmcdfmfnoco.com,abp0l1zcdpmfnvjo.com,Random_No model,,Random_No model,1,0,0.064966775,No model
3917,crowdpresident.net,frowdpregidk7t.net,Random_No model,,Random_No model,1,0,0.7825502,No model
3918,zuuzgrdeyq.info,zauzgrdz7q.info,Random_No model,,Random_No model,1,0,0.38556662,No model
3919,rwthintcnm.xxx,6qth4r6chm.xxx,Random_No model,,Random_No model,1,0,0.40918857,No model
3920,mxyhgnm.net,hxyhgvm.net,Random_No model,,Random_No model,1,0,0.5791424,No model
3921,xxlxuutwpgh.info,xalq7ptn7gb.info,Random_No model,,Random_No model,1,0,0.25613028,No model
3922,ut1badgrclkh1vo8g6c.ddns.net,ub-m4dgrcmkq1fi8g6s.ddns.net,Random_No model,,Random_No model,1,0,0.5997409,No model
3923,sgrbtfoprdkifc.com,sg04t45prpk05b.com,Random_No model,,Random_No model,1,0,0.5212984,No model
